Year,Entidad_federativa,GeoCode,Value
1995,Nayarit,18,106.55528
1995,Nuevo León,19,23.03282
1995,Oaxaca,20,143.40135
1995,Puebla,21,137.54398
1995,Querétaro,22,87.82973
1995,Quintana Roo,23,67.68844
1995,San Luis Potosí,24,77.36226
1995,Sinaloa,25,20.97789
1995,Sonora,26,46.42267
1995,Tabasco,27,39.24404
1995,Tamaulipas,28,25.19645
1995,Tlaxcala,29,155.11276
1995,Veracruz de Ignacio de la Llave,30,105.15247
1995,Yucatán,31,91.88894
1995,Zacatecas,32,58.82196
1994,Estados Unidos Mexicanos,0,83.86292
1994,Aguascalientes,1,49.0096
1994,Baja California,2,23.05387
1994,Baja California Sur,3,0.0
1994,Campeche,4,111.03319
1994,Coahuila de Zaragoza,5,45.30627
1994,Colima,6,32.62643
1994,Chiapas,7,121.06319
1994,Chihuahua,8,53.0023
1994,Ciudad de México,9,106.39124
1994,Durango,10,55.00419
1994,Guanajuato,11,70.17887
1994,Guerrero,12,153.43607
1994,Hidalgo,13,94.29757
1994,Jalisco,14,36.16397
1994,México,15,112.70245
1994,Michoacán de Ocampo,16,56.96874
1994,Morelos,17,93.96159
1994,Nayarit,18,42.17274
1994,Nuevo León,19,24.94263
1994,Oaxaca,20,157.82394
1994,Puebla,21,106.6844
1994,Querétaro,22,117.74166
1994,Quintana Roo,23,59.66587
1994,San Luis Potosí,24,72.36224
1994,Sinaloa,25,24.55153
1994,Sonora,26,62.80092
1994,Tabasco,27,68.51448
1994,Tamaulipas,28,28.64144
1994,Tlaxcala,29,84.47645
1994,Veracruz de Ignacio de la Llave,30,109.62521
1994,Yucatán,31,90.30117
1994,Zacatecas,32,65.33044
1993,Estados Unidos Mexicanos,0,85.17373
1993,Aguascalientes,1,20.74517
1993,Baja California,2,30.93043
1993,Baja California Sur,3,55.24251
1993,Campeche,4,98.8832
1993,Coahuila de Zaragoza,5,47.07842
1993,Colima,6,107.61589
1993,Chiapas,7,132.96211
1993,Chihuahua,8,62.86145
1993,Ciudad de México,9,110.78569
1993,Durango,10,35.21044
1993,Guanajuato,11,65.78894
1993,Guerrero,12,108.21062
1993,Hidalgo,13,95.92912
1993,Jalisco,14,48.02875
1993,México,15,96.63235
1993,Michoacán de Ocampo,16,70.54644
1993,Morelos,17,100.34116
1993,Nayarit,18,33.52049
1993,Nuevo León,19,29.60903
1993,Oaxaca,20,155.59311
1993,Puebla,21,105.21328
1993,Querétaro,22,121.90282
1993,Quintana Roo,23,102.74324
1993,San Luis Potosí,24,101.46509
1993,Sinaloa,25,33.31113
1993,Sonora,26,64.38773
1993,Tabasco,27,50.27652
1993,Tamaulipas,28,30.64516
1993,Tlaxcala,29,81.68934
1993,Veracruz de Ignacio de la Llave,30,120.73563
1993,Yucatán,31,108.45464
1993,Zacatecas,32,66.72141
1992,Estados Unidos Mexicanos,0,86.41474
1992,Aguascalientes,1,50.6607
1992,Baja California,2,23.38042
1992,Baja California Sur,3,33.31113
1992,Campeche,4,92.81819
1992,Coahuila de Zaragoza,5,21.73913
1992,Colima,6,42.05568
1992,Chiapas,7,144.86097
1992,Chihuahua,8,61.64969
1992,Ciudad de México,9,107.70279
1992,Durango,10,27.70211
1992,Guanajuato,11,98.81823
1992,Guerrero,12,92.36796
1992,Hidalgo,13,138.52137
1992,Jalisco,14,47.37147
1992,México,15,95.07454
1992,Michoacán de Ocampo,16,83.05787
1992,Morelos,17,104.21009
1992,Nayarit,18,50.05423
1992,Nuevo León,19,26.60919
1992,Oaxaca,20,139.73079
1992,Puebla,21,108.76201
1992,Querétaro,22,87.08354
1992,Quintana Roo,23,90.46884
1992,San Luis Potosí,24,124.51003
1992,Sinaloa,25,37.32546
1992,Sonora,26,82.08044
1992,Tabasco,27,29.63904
1992,Tamaulipas,28,21.27277
1992,Tlaxcala,29,120.42689
1992,Veracruz de Ignacio de la Llave,30,121.67048
1992,Yucatán,31,83.52225
1992,Zacatecas,32,53.04504
1991,Estados Unidos Mexicanos,0,87.17008
1991,Aguascalientes,1,51.59515
1991,Baja California,2,55.04443
1991,Baja California Sur,3,0.0
1991,Campeche,4,52.18904
1991,Coahuila de Zaragoza,5,27.20842
1991,Colima,6,128.25994
1991,Chiapas,7,144.48969
1991,Chihuahua,8,42.20478
1991,Ciudad de México,9,115.7614
1991,Durango,10,25.00568
1991,Guanajuato,11,74.41138
1991,Guerrero,12,87.78265
1991,Hidalgo,13,108.54228
1991,Jalisco,14,37.56292
1991,México,15,118.3799
1991,Michoacán de Ocampo,16,51.43009
1991,Morelos,17,55.68962
1991,Nayarit,18,37.41893
1991,Nuevo León,19,35.77227
1991,Oaxaca,20,200.5249
1991,Puebla,21,118.80012
1991,Querétaro,22,69.79926
1991,Quintana Roo,23,60.76005
1991,San Luis Potosí,24,79.98277
1991,Sinaloa,25,51.8735
1991,Sonora,26,59.58496
1991,Tabasco,27,53.5458
1991,Tamaulipas,28,38.19837
1991,Tlaxcala,29,97.18173
1991,Veracruz de Ignacio de la Llave,30,108.4314
1991,Yucatán,31,101.79442
1991,Zacatecas,32,82.19792
1990,Estados Unidos Mexicanos,0,89.25345
1990,Aguascalientes,1,26.29273
1990,Baja California,2,47.65876
1990,Baja California Sur,3,33.72681
1990,Campeche,4,58.03157
1990,Coahuila de Zaragoza,5,12.72218
1990,Colima,6,52.16938
1990,Chiapas,7,120.84224
1990,Chihuahua,8,89.07112
1990,Ciudad de México,9,111.23471
1990,Durango,10,67.23442
1990,Guanajuato,11,101.87334
1990,Guerrero,12,99.94115
1990,Hidalgo,13,134.55973
1990,Jalisco,14,50.90922
1990,México,15,109.47144
1990,Michoacán de Ocampo,16,45.99778
1990,Morelos,17,109.33882
1990,Nayarit,18,53.92848
1990,Nuevo León,19,45.55549
1990,Oaxaca,20,166.61049
1990,Puebla,21,121.93818
1990,Querétaro,22,80.67433
1990,Quintana Roo,23,34.48276
1990,San Luis Potosí,24,90.86989
1990,Sinaloa,25,28.20974
1990,Sonora,26,46.39784
1990,Tabasco,27,49.89262
1990,Tamaulipas,28,33.72283
1990,Tlaxcala,29,137.69956
1990,Veracruz de Ignacio de la Llave,30,131.2336
1990,Yucatán,31,68.21603
1990,Zacatecas,32,51.65543
