Year,Tipo de servicio,Entidad federativa,Sexo,GeoCode,Value
2019,Satisfacción con el servicio de educación pública obligatoria,Oaxaca,Hombres,20,44.98564753
2017,Satisfacción con el servicio de educación pública obligatoria,Oaxaca,Hombres,20,61.46866311
2015,Satisfacción con el servicio de educación pública obligatoria,Oaxaca,Hombres,20,53.31411238
2013,Satisfacción con el servicio de educación pública obligatoria,Oaxaca,Hombres,20,59.0546925
2021,Satisfacción con el servicio de educación pública obligatoria,Puebla,Total,21,41.60982051
2019,Satisfacción con el servicio de educación pública obligatoria,Puebla,Total,21,52.10516331
2017,Satisfacción con el servicio de educación pública obligatoria,Puebla,Total,21,70.52178463
2015,Satisfacción con el servicio de educación pública obligatoria,Puebla,Total,21,59.04807108
2013,Satisfacción con el servicio de educación pública obligatoria,Puebla,Total,21,64.12203885
2021,Satisfacción con el servicio de educación pública obligatoria,Puebla,Mujeres,21,45.20946178
2019,Satisfacción con el servicio de educación pública obligatoria,Puebla,Mujeres,21,51.4073595
2017,Satisfacción con el servicio de educación pública obligatoria,Puebla,Mujeres,21,63.56103299
2015,Satisfacción con el servicio de educación pública obligatoria,Puebla,Mujeres,21,55.86410104
2013,Satisfacción con el servicio de educación pública obligatoria,Puebla,Mujeres,21,64.42563835
2021,Satisfacción con el servicio de educación pública obligatoria,Puebla,Hombres,21,43.5296871
2019,Satisfacción con el servicio de educación pública obligatoria,Puebla,Hombres,21,51.52426086
2017,Satisfacción con el servicio de educación pública obligatoria,Puebla,Hombres,21,66.51718531
2015,Satisfacción con el servicio de educación pública obligatoria,Puebla,Hombres,21,57.43309805
2013,Satisfacción con el servicio de educación pública obligatoria,Puebla,Hombres,21,64.29425169
2021,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Total,22,48.76949587
2019,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Total,22,52.51030171
2017,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Total,22,64.018234
2015,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Total,22,65.69216326
2013,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Total,22,55.36224057
2021,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Mujeres,22,63.74523093
2019,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Mujeres,22,48.27966917
2017,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Mujeres,22,65.31142344
2015,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Mujeres,22,69.99857813
2013,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Mujeres,22,57.54749104
2021,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Hombres,22,57.03100625
2019,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Hombres,22,49.18598339
2017,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Hombres,22,64.78018828
2015,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Hombres,22,67.9131183
2013,Satisfacción con el servicio de educación pública obligatoria,Querétaro,Hombres,22,56.85433543
2021,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Total,23,54.1316895
2019,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Total,23,64.75794689
2017,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Total,23,60.31051062
2015,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Total,23,78.23919884
2013,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Total,23,61.44048993
2021,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Mujeres,23,51.88640013
2019,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Mujeres,23,66.8401573
2017,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Mujeres,23,56.53049504
2015,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Mujeres,23,67.47024086
2013,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Mujeres,23,70.02084771
2021,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Hombres,23,52.92681755
2019,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Hombres,23,66.47254077
2017,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Hombres,23,58.27300419
2015,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Hombres,23,72.66711497
2013,Satisfacción con el servicio de educación pública obligatoria,Quintana Roo,Hombres,23,66.11411275
2021,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Total,24,47.24251419
2019,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Total,24,75.52249284
2017,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Total,24,64.06920166
2015,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Total,24,68.96599068
2013,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Total,24,73.34460254
2021,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Mujeres,24,47.51050137
2019,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Mujeres,24,58.74802426
2017,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Mujeres,24,68.67475807
2015,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Mujeres,24,64.38891722
2013,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Mujeres,24,79.32633676
2021,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Hombres,24,47.38853503
2019,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Hombres,24,61.44160394
2017,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Hombres,24,66.97498293
2015,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Hombres,24,66.31377664
2013,Satisfacción con el servicio de educación pública obligatoria,San Luis Potosí,Hombres,24,76.72950473
2021,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Total,25,71.45753159
2019,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Total,25,65.94449791
2017,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Total,25,87.30345601
2015,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Total,25,77.58952131
2013,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Total,25,75.03260156
2021,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Mujeres,25,75.61343267
2019,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Mujeres,25,77.69747051
2017,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Mujeres,25,82.07740394
2015,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Mujeres,25,74.45163655
2013,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Mujeres,25,74.21993552
2021,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Hombres,25,73.74257212
2019,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Hombres,25,75.01240363
2017,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Hombres,25,84.18352725
2015,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Hombres,25,75.71900924
2013,Satisfacción con el servicio de educación pública obligatoria,Sinaloa,Hombres,25,74.52944191
2021,Satisfacción con el servicio de educación pública obligatoria,Sonora,Total,26,70.90316379
2019,Satisfacción con el servicio de educación pública obligatoria,Sonora,Total,26,77.65357118
2017,Satisfacción con el servicio de educación pública obligatoria,Sonora,Total,26,78.59656567
2015,Satisfacción con el servicio de educación pública obligatoria,Sonora,Total,26,77.43887307
2013,Satisfacción con el servicio de educación pública obligatoria,Sonora,Total,26,71.49745009
2021,Satisfacción con el servicio de educación pública obligatoria,Sonora,Mujeres,26,73.82828936
2019,Satisfacción con el servicio de educación pública obligatoria,Sonora,Mujeres,26,69.74480471
2017,Satisfacción con el servicio de educación pública obligatoria,Sonora,Mujeres,26,74.72301974
2015,Satisfacción con el servicio de educación pública obligatoria,Sonora,Mujeres,26,80.45550462
2013,Satisfacción con el servicio de educación pública obligatoria,Sonora,Mujeres,26,70.81614706
2021,Satisfacción con el servicio de educación pública obligatoria,Sonora,Hombres,26,72.64760274
2019,Satisfacción con el servicio de educación pública obligatoria,Sonora,Hombres,26,71.77810912
2017,Satisfacción con el servicio de educación pública obligatoria,Sonora,Hombres,26,76.34607642
2015,Satisfacción con el servicio de educación pública obligatoria,Sonora,Hombres,26,79.09548381
2013,Satisfacción con el servicio de educación pública obligatoria,Sonora,Hombres,26,71.10908438
2021,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Total,27,52.17512614
2019,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Total,27,43.2291122
2017,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Total,27,57.42715705
2015,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Total,27,57.06927217
2013,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Total,27,69.72534954
2021,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Mujeres,27,57.03981109
2019,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Mujeres,27,46.84308474
2017,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Mujeres,27,63.6043956
2015,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Mujeres,27,48.90896754
2013,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Mujeres,27,66.66054784
2021,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Hombres,27,54.88762022
2019,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Hombres,27,46.38627472
2017,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Hombres,27,61.34863632
2015,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Hombres,27,52.46689159
2013,Satisfacción con el servicio de educación pública obligatoria,Tabasco,Hombres,27,67.82663634
2021,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Total,28,65.46953299
2019,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Total,28,59.61538462
2017,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Total,28,68.92954538
2015,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Total,28,73.53581568
2013,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Total,28,73.21756613
2021,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Mujeres,28,68.90650423
2019,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Mujeres,28,68.10684985
2017,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Mujeres,28,72.48205564
2015,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Mujeres,28,66.14523867
2013,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Mujeres,28,73.93665158
2021,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Hombres,28,67.62823015
2019,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Hombres,28,67.04872929
2017,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Hombres,28,70.91474617
2015,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Hombres,28,69.32070292
2013,Satisfacción con el servicio de educación pública obligatoria,Tamaulipas,Hombres,28,73.64965184
2021,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Total,29,49.65589102
2019,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Total,29,61.71426339
2017,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Total,29,56.86861336
2015,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Total,29,69.609375
2013,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Total,29,71.75294762
2021,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Mujeres,29,50.81816765
2019,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Mujeres,29,66.09547203
2017,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Mujeres,29,61.48784025
2015,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Mujeres,29,62.92295823
2013,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Mujeres,29,63.84166804
2021,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Hombres,29,50.3506021
2019,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Hombres,29,65.47065214
2017,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Hombres,29,59.40955666
2015,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Hombres,29,65.88469718
2013,Satisfacción con el servicio de educación pública obligatoria,Tlaxcala,Hombres,29,67.32389161
2021,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Total,30,51.50141293
2019,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Total,30,68.15545097
2017,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Total,30,68.44940381
2015,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Total,30,67.67816277
2013,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Total,30,73.10807229
2021,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Mujeres,30,52.64419943
2019,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Mujeres,30,60.906687
2017,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Mujeres,30,60.83671327
2015,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Mujeres,30,75.22946312
2013,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Mujeres,30,63.87618031
2021,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Hombres,30,52.24475747
2019,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Hombres,30,62.41735914
2017,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Hombres,30,64.07612372
2015,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Hombres,30,72.48979532
2013,Satisfacción con el servicio de educación pública obligatoria,Veracruz de Ignacio de la Llave,Hombres,30,67.52163901
2021,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Total,31,73.22710242
2019,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Total,31,79.18300521
2017,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Total,31,78.52917418
2015,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Total,31,73.30497467
2013,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Total,31,85.53920276
2021,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Mujeres,31,65.54301701
2019,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Mujeres,31,71.27468261
2017,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Mujeres,31,77.64600834
2015,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Mujeres,31,73.30970746
2013,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Mujeres,31,70.35910997
2021,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Hombres,31,68.69732795
2019,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Hombres,31,73.07434017
2017,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Hombres,31,78.10096255
2015,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Hombres,31,73.30791171
2013,Satisfacción con el servicio de educación pública obligatoria,Yucatán,Hombres,31,77.78604611
2021,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Total,32,70.69859934
2019,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Total,32,60.56163732
2017,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Total,32,65.48750591
2015,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Total,32,59.25178021
2013,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Total,32,76.65716225
2021,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Mujeres,32,64.85590368
2019,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Mujeres,32,58.66194508
2017,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Mujeres,32,62.13454686
2015,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Mujeres,32,65.91495147
2013,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Mujeres,32,75.51793002
2021,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Hombres,32,67.73035467
2019,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Hombres,32,58.86146186
2017,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Hombres,32,63.80951358
2015,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Hombres,32,62.79174035
2013,Satisfacción con el servicio de educación pública obligatoria,Zacatecas,Hombres,32,75.96229213
2021,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Total,0,83.07039896
2019,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Total,0,79.8367136
2017,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Total,0,82.05490579
2015,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Total,0,78.02028035
2013,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Total,0,79.27706222
2021,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Mujeres,0,82.60611426
2019,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Mujeres,0,77.60313671
2017,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Mujeres,0,80.99363299
2015,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Mujeres,0,78.81946394
2013,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Mujeres,0,81.46356357
2021,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Hombres,0,83.61975691
2019,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Hombres,0,82.11955594
2017,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Hombres,0,83.22591123
2015,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Hombres,0,76.82001084
2013,Satisfacción con el servicio de educación pública universitaria,Estados Unidos Mexicanos,Hombres,0,76.92128216
2021,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Total,1,85.31807603
2019,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Total,1,90.65619146
2017,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Total,1,89.45036966
2015,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Total,1,92.65855569
2013,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Total,1,83.78740286
2021,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Mujeres,1,82.2316255
2019,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Mujeres,1,89.0783229
2017,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Mujeres,1,91.37975891
2015,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Mujeres,1,90.42333225
2013,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Mujeres,1,83.30795361
2021,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Hombres,1,88.5146873
2019,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Hombres,1,92.01362703
2017,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Hombres,1,87.24003179
2015,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Hombres,1,95.8438336
2013,Satisfacción con el servicio de educación pública universitaria,Aguascalientes,Hombres,1,84.33721992
2021,Satisfacción con el servicio de educación pública universitaria,Baja California,Total,2,76.5468317
2019,Satisfacción con el servicio de educación pública universitaria,Baja California,Total,2,84.91180887
2017,Satisfacción con el servicio de educación pública universitaria,Baja California,Total,2,87.68384365
2015,Satisfacción con el servicio de educación pública universitaria,Baja California,Total,2,77.35938377
2013,Satisfacción con el servicio de educación pública universitaria,Baja California,Total,2,86.65124967
2021,Satisfacción con el servicio de educación pública universitaria,Baja California,Mujeres,2,61.24410532
2019,Satisfacción con el servicio de educación pública universitaria,Baja California,Mujeres,2,86.04092712
2017,Satisfacción con el servicio de educación pública universitaria,Baja California,Mujeres,2,90.03904647
2015,Satisfacción con el servicio de educación pública universitaria,Baja California,Mujeres,2,72.20715473
2013,Satisfacción con el servicio de educación pública universitaria,Baja California,Mujeres,2,86.94945739
2021,Satisfacción con el servicio de educación pública universitaria,Baja California,Hombres,2,86.59584306
2019,Satisfacción con el servicio de educación pública universitaria,Baja California,Hombres,2,83.7119426
2017,Satisfacción con el servicio de educación pública universitaria,Baja California,Hombres,2,85.40916401
2015,Satisfacción con el servicio de educación pública universitaria,Baja California,Hombres,2,85.48576593
2013,Satisfacción con el servicio de educación pública universitaria,Baja California,Hombres,2,86.33858375
2021,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Total,3,81.74634532
2019,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Total,3,88.59836581
2017,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Total,3,79.57743573
2015,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Total,3,84.00687876
2013,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Total,3,81.30015619
2021,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Mujeres,3,83.86075949
2019,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Mujeres,3,84.54398709
2017,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Mujeres,3,83.19200214
2015,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Mujeres,3,79.56576126
2013,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Mujeres,3,84.82202821
2021,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Hombres,3,80.10526316
2019,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Hombres,3,92.97603486
2017,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Hombres,3,76.46968534
2015,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Hombres,3,88.12562148
2013,Satisfacción con el servicio de educación pública universitaria,Baja California Sur,Hombres,3,76.79273084
2021,Satisfacción con el servicio de educación pública universitaria,Campeche,Total,4,71.1841526
2019,Satisfacción con el servicio de educación pública universitaria,Campeche,Total,4,79.14957911
2017,Satisfacción con el servicio de educación pública universitaria,Campeche,Total,4,78.79085113
2015,Satisfacción con el servicio de educación pública universitaria,Campeche,Total,4,77.15519809
2013,Satisfacción con el servicio de educación pública universitaria,Campeche,Total,4,69.56066665
2021,Satisfacción con el servicio de educación pública universitaria,Campeche,Mujeres,4,66.59217368
2019,Satisfacción con el servicio de educación pública universitaria,Campeche,Mujeres,4,74.14588235
2017,Satisfacción con el servicio de educación pública universitaria,Campeche,Mujeres,4,81.50812458
2015,Satisfacción con el servicio de educación pública universitaria,Campeche,Mujeres,4,68.95740174
2013,Satisfacción con el servicio de educación pública universitaria,Campeche,Mujeres,4,73.28032003
2021,Satisfacción con el servicio de educación pública universitaria,Campeche,Hombres,4,79.47156145
2019,Satisfacción con el servicio de educación pública universitaria,Campeche,Hombres,4,85.87327684
2017,Satisfacción con el servicio de educación pública universitaria,Campeche,Hombres,4,75.76557053
2015,Satisfacción con el servicio de educación pública universitaria,Campeche,Hombres,4,85.56172318
2013,Satisfacción con el servicio de educación pública universitaria,Campeche,Hombres,4,65.01222931
2021,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Total,5,77.49769048
2019,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Total,5,84.41765412
2017,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Total,5,83.65322198
2015,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Total,5,79.10494236
2013,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Total,5,80.16937961
2021,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Mujeres,5,64.85024586
2019,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Mujeres,5,86.06867859
2017,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Mujeres,5,77.6401071
2015,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Mujeres,5,82.25986182
2013,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Mujeres,5,71.51844401
2021,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Hombres,5,90.56534056
2019,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Hombres,5,81.90079515
2017,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Hombres,5,90.29108402
2015,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Hombres,5,71.79308386
2013,Satisfacción con el servicio de educación pública universitaria,Coahuila de Zaragoza,Hombres,5,87.92774573
2021,Satisfacción con el servicio de educación pública universitaria,Colima,Total,6,90.05927953
2019,Satisfacción con el servicio de educación pública universitaria,Colima,Total,6,86.60485372
2017,Satisfacción con el servicio de educación pública universitaria,Colima,Total,6,88.89736603
2015,Satisfacción con el servicio de educación pública universitaria,Colima,Total,6,91.04781282
2013,Satisfacción con el servicio de educación pública universitaria,Colima,Total,6,86.3988613
2021,Satisfacción con el servicio de educación pública universitaria,Colima,Mujeres,6,89.94981259
2019,Satisfacción con el servicio de educación pública universitaria,Colima,Mujeres,6,84.22365812
2017,Satisfacción con el servicio de educación pública universitaria,Colima,Mujeres,6,88.60776529
2015,Satisfacción con el servicio de educación pública universitaria,Colima,Mujeres,6,95.55358725
2013,Satisfacción con el servicio de educación pública universitaria,Colima,Mujeres,6,82.48835922
2021,Satisfacción con el servicio de educación pública universitaria,Colima,Hombres,6,90.19423559
2019,Satisfacción con el servicio de educación pública universitaria,Colima,Hombres,6,89.50319265
2017,Satisfacción con el servicio de educación pública universitaria,Colima,Hombres,6,89.23720783
2015,Satisfacción con el servicio de educación pública universitaria,Colima,Hombres,6,85.79298946
2013,Satisfacción con el servicio de educación pública universitaria,Colima,Hombres,6,90.98335624
2021,Satisfacción con el servicio de educación pública universitaria,Chiapas,Total,7,86.1025641
2019,Satisfacción con el servicio de educación pública universitaria,Chiapas,Total,7,78.89852873
2017,Satisfacción con el servicio de educación pública universitaria,Chiapas,Total,7,76.30908164
2015,Satisfacción con el servicio de educación pública universitaria,Chiapas,Total,7,63.04356184
2013,Satisfacción con el servicio de educación pública universitaria,Chiapas,Total,7,79.08783026
2021,Satisfacción con el servicio de educación pública universitaria,Chiapas,Mujeres,7,81.58494363
2019,Satisfacción con el servicio de educación pública universitaria,Chiapas,Mujeres,7,77.41709866
2017,Satisfacción con el servicio de educación pública universitaria,Chiapas,Mujeres,7,76.04770539
2015,Satisfacción con el servicio de educación pública universitaria,Chiapas,Mujeres,7,63.62862614
2013,Satisfacción con el servicio de educación pública universitaria,Chiapas,Mujeres,7,78.90628545
2021,Satisfacción con el servicio de educación pública universitaria,Chiapas,Hombres,7,89.41005698
2019,Satisfacción con el servicio de educación pública universitaria,Chiapas,Hombres,7,79.96792492
2017,Satisfacción con el servicio de educación pública universitaria,Chiapas,Hombres,7,76.65604448
2015,Satisfacción con el servicio de educación pública universitaria,Chiapas,Hombres,7,61.51819148
2013,Satisfacción con el servicio de educación pública universitaria,Chiapas,Hombres,7,79.24935899
2021,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Total,8,87.71225825
2019,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Total,8,76.09489721
2017,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Total,8,80.64354898
2015,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Total,8,73.0399993
2013,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Total,8,80.77912785
2021,Satisfacción con el servicio de educación pública universitaria,Chihuahua,Mujeres,8,87.34104001
